ID,Stock Code,UPC Full,Name,Size,Default Qty,Unit Cost,Latest Cost,Unit Price,Modifiers Qty,Modifiers Cost,Modifiers Latest Cost,Modifiers Price,Tax Rule Name,Category Name,Category Group Name,Supplier Name,Qty On Hand,Total Qty On Hand,Margin,Reorder Value,Reorder Point,Item Rank,Auto Update,Type,Vendor Item No,SKU,Unit Per Case,Item Tags,Vendor Name,Notes,Remind Date,Close Out item,Prompt For Qty,Item Type,Additional Fee,Bottle Deposit,Do Not Track Inventory,Add To Shortcut Keys,Do Not Show To Webstore,Hide Inventory,Item Shortcut Name,Item Sort No,Do Not Apply Manual Discount,Exclude from Promotions
176,"2220173423","0000","MARLOWE HOME ESB 4PK","4PK","1","11.69","0.000","14.99","1","11.690","0.000","14.99","Tax","6-PKBEER",,"NULL","0.00",0,"22.01",6,1,"D",0,"general",0,"20779",6,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
178,"0510527680","705105276809","MAINE BEER COMPANY PEEPER PALE ALE 9FLOZ BOTTLE","9OZ","1","5.27","5.270","6.99","1","5.270","5.270","6.99","Tax","CRAFT BEER","BEER","NORTHEAST","4.00",4,"24.61",12,3,"B",0,"general","452639","80028",12,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
179,"LaTerra","0000","LA TERRA","MISC","1","8.57","0.000","10.99","1","8.570","0.000","10.99","Tax","MISC","MISC","UNKNOWN","0.00",0,"22.02",1,1,"D",0,"general",0,"62622",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
180,"1140871365","0000","TOAD HOLLOW CHARDONNAY 750ML","750ML","1","8.67","0.000","13.99","1","8.670","0.000","13.99","Tax","US WINE","WINE","HARTLEY PARKER","0.00",0,"38.03",12,1,"D",0,"general",0,"33527",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
182,"8981977663","0000","STONE CELLER MERLOT 187ML","MISC","1","1.16","0.000","1.99","1","1.160","0.000","1.99","Tax","WINE","WINE","ALLAN S GOOD","0.00",0,"41.71",1,1,"D",0,"general",0,"63114",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
183,"4460706820","744607068208","EL JIMADOR BLANCO 750ML","750ML","1","16.94","0.000","26.99","1","16.940","0.000","26.99","Tax","TEQUILA","LIQUOR","EDER BROS","0.00",0,"37.24",12,4,"D",0,"general",0,"81755",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
185,"5530202674","655302026748","HOOKER WATERMLN ALE 4PK","4PK","1","10.13","0.000","12.99","1","10.130","0.000","12.99","Tax","6-PKBEER",,"NULL","0.00",0,"22.02",1,1,"D",0,"general",0,"25112",6,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
186,"3410007341","0000","MILWAUKEES BEST LT","MISC","1","11.99","0.000","14.99","1","11.990","0.000","14.99","Tax","BEER","BEER","STAR","0.00",0,"20.01",1,1,"D",0,"general",0,"27886",1,,,,,0,0,"Inventory Item",,"30PK",0,0,0,0,,,0,0
194,"5222300620","0000","CETUS 4PKS","4PK","1","12.00","0.000","16.99","1","12.000","0.000","16.99","Tax","6-PKBEER",,"NULL","0.00",0,"29.37",6,1,"D",0,"general",0,"47422",6,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
196,"4900005545","049000055450","SPRITE LEMON LIME 1.25LTR BOTTLE ","1LT","1","1.55","0.000","2.99","1","1.550","0.000","2.99","Tax","SODA",,"NULL","1.00",1,"48.16",0,0,"D",0,"general",0,"79136",12,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
199,"8068683201, 8068600878","080686832010, 080686832010","SAUZA TEQUILA SILVER 750ML","750ML","1","14.99","14.910","19.99","1","14.990","14.910","19.99","Tax","TEQUILA","LIQUOR","BRESCOME","10.00, 0.00",10,"25.01",0,0,"D",0,"general","18490","26571",12,,,"19.99",,0,0,"Inventory Item",,,0,0,0,0,,,0,0
201,"0125300600","701253006008","GRUET BRUT ROSE 750ML","750ML","1","12.00","0.000","18.99","1","12.000","0.000","18.99","Tax","US WINE","WINE","NULL","0.00",0,"36.81",12,1,"D",0,"general",0,"72824",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
203,"0035848188","0000","ONYX MOONSHINE 750ML","750ML","1","22.61","0.000","28.99","1","22.610","0.000","28.99","Tax","LIQUOR","LIQUOR","NULL","0.00",0,"22.01",12,1,"D",0,"general",0,"87083",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
205,"8382007152","8382007152","SMITHWICK 6PK BOTTLE 12 OZ","6PK","1","7.12","0.000","10.99","1","7.120","0.000","10.99","Tax","BEER 4,6, AND 8 PACKS","BEER","A. GALLO","0.00",0,"35.21",0,0,"D",0,"general",0,"00299",4,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
208,"8800414472","088004144722","FIREBALL CINNAMON WHISKEY 375ML","375ML","1","7.24","7.240","9.99","1","7.240","7.240","9.99","Tax","WHISKEY","LIQUOR","NORTHEAST","21.00",21,"27.53",24,14,"A",0,"general","341236","44887",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
210,"7231163021","0000","SOL ORIGINAL 6 PK BOTTLE","6PK","1","5.89","0.000","8.49","1","5.890","0.000","8.49","Tax","BEER","BEER","STAR","0.00",0,"30.62",4,1,"D",0,"general",0,"07086",4,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
212,"8800404580","088004045807","PAUL MASSON VS BRANDY 200ML","200ML","1","2.92","2.940","4.69","1","2.920","2.940","4.69","Tax","BRANDY","LIQUOR","BRESCOME","4.00",4,"37.74",0,0,"D",0,"general",0,"48414",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
213,"1564325789","015643257896","VILLA JOLANDA MOSCATO AND PEACH WHITE","750ML","1","6.67","6.670","9.99","1","6.670","6.670","9.99","Tax","WINE","WINE","TOUTON MONSIEUR TOUTON SELECTION LTD","0.00",0,"33.23",12,2,"D",0,"general","8713-NV","31269",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
214,"8866345203","088663452039","MAJORSKA 100 PROOF VODKA 375ML","375ML","1","4.51","4.510","6.49","1","4.510","4.510","6.49","Tax","VODKA","LIQUOR","MARTIGNETTI ","7.00",7,"30.51",1,1,"C",0,"general","6523365","74998",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
218,"1008610106","0000","RIONDO PRESECO  750ML","750ML","1","8.67","0.000","11.99","1","8.670","0.000","11.99","Tax","CHAMP",,"NEW ENGLAND","0.00",0,"27.69",12,1,"D",0,"general",0,"67570",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
220,"8981971182","0000","BV COASTAL CABERNET SAUVIGNON","1.50","1","10.66","0.000","15.99","1","10.660","0.000","15.99","Tax","WINE","WINE","NULL","0.00",0,"33.33",1,1,"D",0,"general",0,"73946",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
221,"8858600121","0000","ST MICH ARTIST SERIES RED 07/08 3 PACK","750","1","46.79","0.000","59.99","1","46.790","0.000","59.99","Tax","WINE","WINE","NULL","0.00",0,"22.00",1,1,"D",0,"general",0,"82894",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
222,"3929500211","0000","BROTHERHOOD ROSARIO 750ML","750ML","1","6.99","0.000","9.99","1","6.990","0.000","9.99","Tax","WINE","WINE","HARTLEY PARKER","0.00",0,"30.03",12,1,"D",0,"general",0,"79911",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
223,"9353200001","0000","BADGER MOUNTAIN J RIE ORGANIC NSA 16/17","750","1","8.33","0.000","13.99","1","8.330","0.000","13.99","Tax","WINE","WINE","NULL","0.00",0,"40.46",1,1,"D",0,"general",0,"77205",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
225,"6961145444","769611454441","SONOMA CUTRER SONOMA COAST CHARDONNAY 750ML","750ML","1","15.91","15.910","22.99","1","15.910","15.910","22.99","Tax","US WINE","WINE","EDER BROS","20.00",20,"30.80",12,4,"B",0,"general","60488","42804",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
227,"s6242508394","0000","JACK'S ABBY SOUR","MISC","1","2.00","0.000","3.99","1","2.000","0.000","3.99","Tax","BEER","BEER","NULL","0.00",0,"49.87",1,1,"D",0,"general",0,"78893",1,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
228,"4543277700","0000","BRECKENRIDGE LUCKY U BTTL 6PK","6PK","1","7.69","0.000","9.99","1","7.690","0.000","9.99","Tax","BEER","BEER","NULL","0.00",0,"23.02",4,1,"D",0,"general",0,"23395",4,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
230,"8700020133","0000","CROWN ROYAL RESERVE 750ML","750ML","1","39.24","0.000","53.99","1","39.240","0.000","53.99","Tax","WHISKEY","LIQUOR","BRESCOME","0.00",0,"27.32",12,1,"D",0,"general",0,"60658",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
231,"2695990970","0000","BOULEVARD WHISKY BARREL 12OZ","12OZ","1","3.00","0.000","4.99","1","3.000","0.000","4.99","Tax","BEER","BEER","NULL","0.00",0,"39.88",24,1,"D",0,"general",0,"34875",24,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
235,"3410000622","346221","OLD ENGLISH 40 OZ BOTTLE 24 OZ","24OZ","1","2.33","0.000","3.99","1","2.330","0.000","3.99","Tax","BEER","BEER","G & G BEVERAGE DIST","0.00",0,"41.60",0,0,"D",0,"general",0,"19338",12,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
236,"4970800100","0000","PEARL VODKA 750ML","750ML","1","18.00","0.000","23.49","1","18.000","0.000","23.49","Tax","VODKA","LIQUOR","UNKNOWN","0.00",0,"23.37",12,1,"D",0,"general",0,"33602",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
239,"4850000002","0000","TROPICANA RUBY RED GRAPEFRUIT 32 OZ","32OZ","1","2.05","0.000","2.99","1","2.050","0.000","2.99","Tax","DRINKS","GROCERY","STAR","0.00",0,"31.44",12,1,"D",0,"general",0,"83623",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
240,"9492295417","0000","BBC BOURBON 750ML","750ML","1","31.50","0.000","39.99","1","31.500","0.000","39.99","Tax","LIQUOR","LIQUOR","NULL","0.00",0,"21.23",12,1,"D",0,"general",0,"80820",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
241,"3807520230","0000","VERDI SPUMANTE 750ML","750ML","1","4.34","0.000","7.99","1","4.340","0.000","7.99","Tax","WINE","WINE","EDER BROS","0.00",0,"45.68",12,1,"D",0,"general",0,"52875",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
243,"2173300310","0000","ROCA PATRON ANEJO","375ML","1","29.00","0.000","39.99","1","29.000","0.000","39.99","Tax","TEQUILA","LIQUOR","NULL","0.00",0,"27.48",24,1,"D",0,"general",0,"24066",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
244,"8973336626","0000","SKYGAZER WAT ABST 2 4PK","24PK","1","16.50","0.000","22.99","1","16.500","0.000","22.99","Tax","6-PKBEER",,"NULL","0.00",0,"28.23",1,1,"D",0,"general",0,"56496",1,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
245,"1744400021","0000","PEPPERWOOD GROVE CABERNET 750ML","750ML","1","5.00","0.000","7.99","1","5.000","0.000","7.99","Tax","US WINE","WINE","HARTLEY PARKER","0.00",0,"37.42",12,1,"D",0,"general",0,"23607",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
247,"8973336732","0000","SKYGAZER WATERCLR 3 4PK","4PK","1","13.25","0.000","16.99","1","13.250","0.000","16.99","Tax","6-PKBEER",,"NULL","0.00",0,"22.01",6,1,"D",0,"general",0,"17244",6,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
251,"s6099964836","0000","BOOM SAUCE 16OZ","16OZ","1","3.00","0.000","3.99","1","3.000","0.000","3.99","Tax","BEER","BEER","NULL","0.00",0,"24.81",12,1,"D",0,"general",0,"04884",12,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
253,"6000372271","860003722718","JUICE BOAM 12PK","12PK","1","16.37","0.000","20.99","1","16.370","0.000","20.99","Tax","MISC","MISC","UNKNOWN","0.00",0,"22.01",0,0,"D",0,"general",0,"91851",2,,,,,0,0,"Inventory Item",,"12PK",0,0,0,0,,,0,0
254,"8500000822","0000","GOSSAMER BAY CHARD.1.5L","1.5LT","1","8.00","0.000","9.99","1","8.000","0.000","9.99","Tax","WINE","WINE","UNKNOWN","0.00",0,"19.92",6,1,"D",0,"general",0,"73774",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
258,"5437800400","0000","NPORT B.WHT 6PKS","6PK","1","8.00","0.000","11.99","1","8.000","0.000","11.99","Tax","6-PKBEER",,"NULL","0.00",0,"33.28",4,1,"D",0,"general",0,"65538",4,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
260,"5382600514","0000","BRECKENRIDGE RUM","MISC","1","15.49","0.000","21.99","1","15.490","0.000","21.99","Tax","LIQUOR","LIQUOR","NULL","0.00",0,"29.56",0,0,"D",0,"general",0,"69357",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
262,"2105924750","0000","GRAN CENTENARIO PLATA 750ML","750ML","1","20.74","0.000","30.99","1","20.740","0.000","30.99","Tax","LIQUOR","LIQUOR","BRESCOME","0.00",0,"33.08",12,1,"D",0,"general",0,"15444",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
263,"1925600173","0000","UNERTHED","MISC","1","9.25","0.000","13.99","1","9.250","0.000","13.99","Tax","BEER","BEER","NULL","0.00",0,"33.88",1,1,"D",0,"general",0,"18944",1,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
264,"1235408931","012354089310","LINDEMANS BIN 55 RED BLEND 1.5LT","1.5LT","1","8.99","8.990","11.99","1","8.990","8.990","11.99","Tax","IMPORTED WINE","WINE","EDER BROS","3.00",3,"25.02",0,0,"D",0,"general","19761","96165",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
265,"4286020023","642860200239","FOUNDERS PORTER 12 OZ 6PK BOTTLE","12OZ","1","8.11","0.000","10.49","1","8.110","0.000","10.49","Tax","6 PK BEER","BEER","A. GALLO","0.00",0,"22.69",1,1,"D",0,"general",0,"07065",4,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
266,"5096700509","850967005095","FULL MOONSHINE 750ML","MISC","1","16.00","0.000","22.99","1","16.000","0.000","22.99","Tax","LIQUOR","LIQUOR","NULL","0.00",0,"30.40",0,0,"D",0,"general",0,"99485",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
269,"8973336727","0000","TIMBER I MUST BE DREAM 4PK","4PK","1","17.93","0.000","22.99","1","17.930","0.000","22.99","Tax","6-PKBEER",,"NULL","0.00",0,"22.01",6,1,"D",0,"general",0,"82620",6,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
270,"8174511102","0000","BLUE PO. HOPTICAL ALE 6PK BTL.","6PK","1","7.75","0.000","10.99","1","7.750","0.000","10.99","Tax","6-PKBEER",,"DICHELLO","0.00",0,"29.48",4,1,"D",0,"general",0,"15341",4,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
271,"8636005020","0000","COLLECTIVE ART IPA","MISC","1","10.50","0.000","15.99","1","10.500","0.000","15.99","Tax","6-PKBEER",,"NULL","0.00",0,"34.33",1,1,"D",0,"general",0,"76895",1,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
272,"8520000229","0000","TRINCHERO PINOT NOIR 750ML","750ML","1","10.50","0.000","13.99","1","10.500","0.000","13.99","Tax","US WINE","WINE","CDI","0.00",0,"24.95",12,1,"D",0,"general",0,"98590",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
274,"4944034132","0000","OMMEGANG FIRE AND BLOOD 750ML","750ML","1","6.63","0.000","9.99","1","6.630","0.000","9.99","Tax","BEER","BEER","NULL","0.00",0,"33.63",12,1,"D",0,"general",0,"86535",12,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
278,"8365200014","0000","FORESTER PETITCHENIN 750ML","750ML","1","6.00","0.000","9.99","1","6.000","0.000","9.99","Tax","WINE","WINE","UNKNOWN","0.00",0,"39.94",12,1,"D",0,"general",0,"02247",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
281,"5606500240","856065002400","DEEP EDDY LEMON 50ML","50ML","1","1.10","1.100","1.59","1","1.100","1.100","1.59","Tax","MINIATURES","LIQUOR","EDER BROS","165.00",165,"30.82",480,388,"A",0,"general","70702","62787",120,,,,,0,0,"Inventory Item","Environmental fee","No Deposit",0,0,0,0,,,0,0
283,"8800400549","088004005498","E.H. TAYLOR SMALL BATCH BOURBON WHISKEY 750ML","750ML","1","47.00","47.000","99.99","1","47.000","47.000","99.99","Tax","BOURBON","LIQUOR","NORTHEAST","0.00",0,"53.00",12,1,"A",0,"general","620284","14603",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
285,"3125900326","0000","G.DUBOEUF MERLOT 1.5L","1.5LT","1","7.66","0.000","9.99","1","7.660","0.000","9.99","Tax","WINE","WINE","SLOCUM & SONS INC","0.00",0,"23.32",6,1,"D",0,"general",0,"97362",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
286,"1582699106","0000","RAVENSWOOD BESIEGED RED BLEND","750","1","9.41","0.000","14.99","1","9.410","0.000","14.99","Tax","WINE","WINE","NULL","0.00",0,"37.22",1,1,"D",0,"general",0,"37812",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
289,"8834510055","0000","NEWCASTLE 17 OZ","17OZ","1","2.12","0.000","3.10","1","2.120","0.000","3.10","Tax","BEER","BEER","STAR","0.00",0,"31.61",1,1,"D",0,"general",0,"71278",1,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
290,"7234800024","0000","BALLAST POINT SCULPIN IPA 12 OZ","12OZ","1","11.50","0.000","15.99","1","11.500","0.000","15.99","Tax","BEER 4,6, AND 8 PACKS","BEER","NULL","0.00",0,"28.08",24,1,"D",0,"general",0,"62790",24,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
291,"0147099941","0000","RELIC IPA","MISC","1","9.00","0.000","11.99","1","9.000","0.000","11.99","Tax","6-PKBEER",,"NULL","0.00",0,"24.94",1,1,"D",0,"general",0,"37935",1,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
292,"5124400544","0000","SHEBIN SESSION IPA 6PKS","6PK","1","7.50","0.000","10.99","1","7.500","0.000","10.99","Tax","6-PKBEER",,"NULL","0.00",0,"31.76",4,1,"D",0,"general",0,"00819",4,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
293,"s5011300623","0000","MADONNA IPA","MISC","1","3.00","0.000","4.49","1","3.000","0.000","4.49","Tax","BEER","BEER","NULL","0.00",0,"33.18",1,1,"D",0,"general",0,"32092",1,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
294,"8590436440","0000","MD20/20 ELECTRIC MELON 750ML","750ML","1","2.19","0.000","3.19","1","2.190","0.000","3.19","Tax","WINE","WINE","UNKNOWN","0.00",0,"31.35",12,1,"D",0,"general",0,"75315",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
297,"8200000402","082000004028","SMIRNOFF VANILLA 1LT","1LT","1","14.77","0.000","18.99","1","14.770","0.000","18.99","Tax","VODKA","LIQUOR","EDER BROS","0.00",0,"22.22",12,1,"D",0,"general",0,"56449",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
298,"3410051680","0000","CAPE LINE MARGARITA 12OZ","12OZ","1","7.00","0.000","9.99","1","7.000","0.000","9.99","Tax","BEER 4,6, AND 8 PACKS","BEER","NULL","0.00",0,"29.93",24,1,"D",0,"general",0,"45829",24,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
299,"8068632640","0000","DEKUYPER CHERRY BRANDY 750ML LIQUEURES & CORDIALS","750ML","1","6.49","0.000","10.99","1","6.490","0.000","10.99","Tax","CORDIALS & LIQUEURS","LIQUOR","NULL","0.00",0,"40.95",12,1,"D",0,"general",0,"73501",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
300,"8500000911","0000","E&J BRANDY XO 50 ML","50ML","1","0.67","0.000","0.99","1","0.670","0.000","0.99","Tax","MINIATURES","LIQUOR","CDI MERCH-D","0.00",0,"32.32",120,1,"D",0,"general",0,"29237",120,,,,,0,0,"Inventory Item","Environmental fee","No Deposit",0,0,0,0,,,0,0
301,"7618320203","0000","SNAPPLE DRINK 20OZ","SINGLE","1","1.30","0.000","1.88","1","1.300","0.000","1.88","Tax","MIXERS","MISC","NULL","0.00",0,"30.85",1,1,"D",0,"general",0,"77820",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
302,"1044401203","0000","CALITERRA CHARD. 750ML","750ML","1","4.45","0.000","5.99","1","4.450","0.000","5.99","Tax","WINE","WINE","HARTLEY PARKER","0.00",0,"25.71",12,1,"D",0,"general",0,"84537",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
305,"5860400541","0000","AUSTIN EAST RUBY RED 4/6/12CN","355","1","8.00","0.000","10.99","1","8.000","0.000","10.99","Tax","WINE","WINE","NULL","0.00",0,"27.21",1,1,"D",0,"general",0,"53765",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
306,"5391500879","853915008797","OLE SMOKY WHITE CHOCOLATE STRAWBERRY CREAM 750ML","750ML","1","18.12","18.140","26.99","1","18.120","18.140","26.99","Tax","LIQUOR","LIQUOR","HP","1.00",1,"32.86",0,0,"D",0,"general","750843","23137",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
307,"8312000335","083120003359","FRANZIA DARK RED BLEND 5L","5LT","1","17.59","17.590","22.99","1","17.590","17.590","22.99","Tax","US WINE","WINE","EDER BROS","-1.00",-1,"23.49",8,6,"A",0,"general","72190","68289",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
308,"0313230001","0000","BLOODY BOLD MARY MIX 1L","1LT","1","3.49","0.000","5.49","1","3.490","0.000","5.49","Tax","SODA",,"HARTLEY PARKER","0.00",0,"36.43",12,1,"D",0,"general",0,"75191",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
309,"2845177310","628451773108","EMPRESS 1908 INDIGO GIN 750ML","750ML","1","30.99","0.000","40.99","1","30.990","0.000","40.99","Tax","GIN","LIQUOR","EDER BROS","1.00",1,"24.40",0,0,"D",0,"general","2616","30504",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
310,"7199009688","0000","SMITH & FORG CIDER","MISC","1","6.24","0.000","10.99","1","6.240","0.000","10.99","Tax","BEER","BEER","NULL","0.00",0,"43.22",1,1,"D",0,"general",0,"81564",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
312,"4198544317","0000","FOXHORN W.Z.750ML","750ML","1","2.39","0.000","4.49","1","2.390","0.000","4.49","Tax","MISC","MISC","UNKNOWN","0.00",0,"46.77",12,1,"D",0,"general",0,"86713",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
313,"3770407640","0000","TROG","MISC","1","6.83","0.000","11.99","1","6.830","0.000","11.99","Tax","BEER","BEER","NULL","0.00",0,"43.04",1,1,"D",0,"general",0,"04990",1,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
314,"8112804489","0000","FINLANDIA RED BERRY 750ML","750ML","1","14.81","0.000","18.99","1","14.810","0.000","18.99","Tax","LIQUOR","LIQUOR","NULL","0.00",0,"22.01",12,1,"D",0,"general",0,"77711",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
315,"8678517000","086785170008","YEALANDS SAUVIGNON BLANC 750ML","750ML","1","8.67","8.670","12.99","1","8.670","8.670","12.99","Tax","WINE","WINE","BRESCOME","6.00",6,"33.26",0,0,"D",0,"general","6150","72097",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
318,"8672407500","086724075005","OZEKI PREMIUM JUNMAI SAKE 750ML","750ML","1","6.41","6.990","9.99","1","6.410","6.990","9.99","Tax","WINE","WINE","MARTIGNETTI ","7.00",7,"35.84",1,1,"C",0,"general","6589747","52720",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
322,"0055742964","0000","DEVILS DAUGHTER","MISC","1","1.55","0.000","1.99","1","1.550","0.000","1.99","Tax","LIQUOR","LIQUOR","NULL","0.00",0,"22.11",1,1,"D",0,"general",0,"65845",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
323,"6242508394","0000","JACK'S ABBY 4PKS","4PK","1","8.33","0.000","12.99","1","8.330","0.000","12.99","Tax","BEER","BEER","NULL","0.00",0,"35.87",6,1,"D",0,"general",0,"26292",6,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
324,"3938300041","0000","SAMBUCA DI TREVI 750ML","750ML","1","14.37","0.000","17.99","1","14.370","0.000","17.99","Tax","LIQUOR","LIQUOR","BRESCOME","0.00",0,"20.12",12,1,"D",0,"general",0,"03827",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
325,"1820053349","018200533495","BUD LIGHT 24PK BOTTLES 12 OZ","24PK","1","23.39","22.190","26.50","1","23.390","22.190","26.50","NoTax","BEER","BEER","HDI","1.00",1,"11.74",0,0,"D",0,"general","2119","00053",1,,,,,0,0,"Inventory Item",,"24PK",0,0,0,0,,,0,0
326,"0886683962","0000","BRUVSDO 24OZ","24OZ","1","1.55","0.000","1.99","1","1.550","0.000","1.99","Tax","SGL BEER",,"NULL","0.00",0,"22.11",12,1,"D",0,"general",0,"67853",12,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
329,"2173300042","0000","PATRON TRI PK 750ML","750ML","1","101.99","0.000","139.99","1","101.990","0.000","139.99","Tax","LIQUOR","LIQUOR","CDI","0.00",0,"27.14",12,1,"D",0,"general",0,"52398",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
332,"SilveradoLimated","0000","SILVERADO LIMITED RESERVE","MISC","1","66.66","0.000","99.99","1","66.660","0.000","99.99","Tax","NOCODE",,"UNKNOWN","0.00",0,"33.33",1,1,"D",0,"general",0,"43112",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
335,"6928100001","0000","PIRAT VODKA 750ML","750ML","1","16.00","0.000","19.99","1","16.000","0.000","19.99","Tax","LIQUOR","LIQUOR","UNKNOWN","0.00",0,"19.96",12,1,"D",0,"general",0,"44440",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
337,"4499613906","644996139063","WOLFFER ESTATE SUMMER IN A BOTTLE ROSE LONG ISLAND","750ML","1","17.17","17.170","25.99","1","17.170","17.170","25.99","Tax","US WINE","WINE","Winebow, Inc.","53.00",53,"33.94",12,2,"B",0,"general","30332231","90375",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
340,"s1590702011","0000","MCKENZIE","MISC","1","1.00","0.000","1.99","1","1.000","0.000","1.99","Tax","BEER","BEER","NULL","0.00",0,"49.75",1,1,"D",0,"general",0,"39456",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
